Optimization Levels,Website,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Average
0,http-192-168-178-178-2020-lacunawebpages-aws-amazon-com-aws-amazon-com-0,151.110792,111.37878,143.84484,153.63126,164.24928,143.065728,138.614112,173.45952,140.149152,155.232,159.88896,156.85704,142.43688,158.2632,171.48096,160.11144,157.00248,137.882376,131.509008,144.877536,149.7522672
0,http-192-168-178-178-2020-subjects-lvl0-backbone_require,100.34964,96.77682,115.26228,107.575776,118.907712,109.593792,110.835648,107.575776,69.28164,59.8059,95.112144,93.402612,109.644624,104.8302,102.261096,119.201004,111.482424,106.35858,115.133616,112.069836,103.273056
0,http-192-168-178-178-2020-subjects-lvl0-mithril,88.5438,87.61176,93.760128,94.536288,65.86416,100.81566,99.929916,92.47014,100.326384,96.599088,101.28168,89.47584,98.842032,96.35544,79.96302,89.589636,100.9944,89.496576,91.18458,90.8739,92.4257214
0,http-192-168-178-178-2020-subjects-lvl0-vue,106.4079,104.23314,100.34964,92.207808,105.092064,96.709536,102.83508,95.422968,103.504392,102.882744,104.12604,139.559976,96.599088,101.258208,105.917328,102.966552,102.05838,105.00984,101.390004,104.495364,103.6513026
0,http-192-168-178-178-2020-lacunawebpages-apache-org-apache-org-0,115.70148,118.341648,116.633304,120.54384,110.369376,104.38272,99.470592,120.826512,113.527224,118.707264,119.00772,116.68032,140.051736,115.829928,108.532332,103.501008,109.012896,107.103672,122.493024,116.842752,114.8779674
0,http-192-168-178-178-2020-subjects-lvl0-canjs,110.2914,109.5147,109.904256,112.5432,111.68946,105.78654,114.1749,87.80778,120.599712,111.89664,113.37192,110.576448,109.5147,114.01956,110.964168,113.035104,120.4164,100.9944,107.0244,104.578128,109.9351908
0,http-192-168-178-178-2020-lacunawebpages-www-booking-com-www-booking-com-0,133.872048,147.5388,127.22346,150.21378,130.64094,137.78658,132.627456,127.600704,134.430912,136.66752,148.781232,137.599344,140.084208,143.878176,146.83032,153.6084,143.944848,139.281408,141.39216,146.865096,140.0433696
0,http-192-168-178-178-2020-subjects-lvl0-vanillajs,98.33022,94.91274,94.225824,97.02,90.655488,64.4661,60.11658,93.204,96.00012,86.719896,87.652368,92.780964,92.871792,113.37192,99.705168,90.231624,84.34962,88.740252,95.733792,98.042256,90.9565362
0,http-192-168-178-178-2020-lacunawebpages-www-wikipedia-org-www-wikipedia-org-0,97.84152,102.190032,302.40288,287.05248,97.47504,101.67696,101.67696,102.811248,97.530912,94.424832,102.811248,94.468608,100.21752,94.402944,100.528272,104.340096,95.48982,88.192224,107.813376,95.102424,118.4224698
0,http-192-168-178-178-2020-subjects-lvl0-knockback,122.09724,119.6118,172.4274,125.73792,120.770496,58.09716,72.69912,113.761584,117.565128,118.652256,113.993136,123.18462,117.59238,117.12636,127.43784,111.741228,111.11958,114.667488,124.456176,112.528512,115.7633712
0,http-192-168-178-178-2020-subjects-lvl0-gwt,90.0972,92.58264,86.83506,93.1392,103.539744,95.001984,87.61176,100.03896,92.936376,85.59234,99.10692,91.6506,90.91602,100.303128,89.744904,88.347492,96.954624,104.412672,78.154128,97.11,93.2037876
0,http-192-168-178-178-2020-subjects-lvl0-jquery,110.44674,306.0198,98.261856,117.2817,97.8642,104.54382,111.11958,268.86276,99.083952,109.178712,102.655944,105.94188,111.0681,105.16518,104.281452,117.693144,102.942684,101.305152,110.938464,104.425236,124.4540178
0,http-192-168-178-178-2020-lacunawebpages-www-mozilla-org-www-mozilla-org-en-us-0,97.375608,108.557496,105.296112,101.72412,106.25256,97.935552,108.817632,104.626368,111.974184,115.235568,111.09384,107.8362,114.97356,108.377064,116.208972,103.194792,107.634924,112.492224,111.09384,102.858912,107.6779764
