device,subject,browser,batterystats_Joule_calculated,batterystats_Memory_KByte_calculated,batterystats_CPU_Percentage_Usage
j7duo,http-192-168-178-178-2020-subjects-lvl1-vanillajs,chrome,89.339892,10322677.666666666,9.5
j7duo,http-192-168-178-178-2020-subjects-lvl1-canjs_require,chrome,108.29849999999999,14098360.0,9.5
j7duo,http-192-168-178-178-2020-subjects-lvl1-polymer,chrome,89.594712,12954264.333333334,9.4
j7duo,http-192-168-178-178-2020-subjects-lvl2-vanilla-es6,chrome,82.612644,19494865.333333332,14.033333333333333
j7duo,http-192-168-178-178-2020-subjects-lvl3-jsblocks,chrome,97.494132,11739023.666666666,9.6
j7duo,http-192-168-178-178-2020-subjects-lvl2-exoskeleton,chrome,83.78481599999999,10864014.666666666,11.200000000000001
j7duo,http-192-168-178-178-2020-subjects-lvl0-knockback,chrome,113.598756,12817281.0,9.933333333333334
j7duo,http-192-168-178-178-2020-subjects-lvl1-enyo_backbone,chrome,104.01752399999998,12075360.0,9.033333333333333
j7duo,http-192-168-178-178-2020-subjects-lvl2-backbone_require,chrome,108.34946400000001,14436954.333333334,9.733333333333333
j7duo,http-192-168-178-178-2020-subjects-lvl1-vanilla-es6,chrome,85.77241199999999,18686183.333333332,11.5
j7duo,http-192-168-178-178-2020-subjects-lvl2-knockback,chrome,104.57812799999999,5333727.333333333,9.666666666666666
j7duo,http-192-168-178-178-2020-subjects-lvl0-canjs,chrome,107.635968,14841342.333333334,9.466666666666667
j7duo,http-192-168-178-178-2020-subjects-lvl3-canjs,chrome,100.45004399999999,14975292.0,7.833333333333333
j7duo,http-192-168-178-178-2020-subjects-lvl1-dijon,chrome,101.010648,9109440.0,10.0
j7duo,http-192-168-178-178-2020-subjects-lvl3-knockoutjs_require,chrome,94.69111199999999,18618866.666666668,9.633333333333335
j7duo,http-192-168-178-178-2020-subjects-lvl3-reagent,chrome,103.354992,14504095.333333334,7.766666666666666
j7duo,http-192-168-178-178-2020-subjects-lvl1-exoskeleton,chrome,93.77376,11402054.0,9.633333333333335
j7duo,http-192-168-178-178-2020-subjects-lvl0-backbone_require,chrome,108.349464,5536411.333333333,9.866666666666667
j7duo,http-192-168-178-178-2020-subjects-lvl1-canjs,chrome,108.04368,9108982.0,9.566666666666668
j7duo,http-192-168-178-178-2020-subjects-lvl2-vue,chrome,89.645676,13156033.333333334,8.966666666666667
j7duo,http-192-168-178-178-2020-subjects-lvl0-exoskeleton,chrome,88.269648,19764454.666666668,11.733333333333334
j7duo,http-192-168-178-178-2020-subjects-lvl3-mithril,chrome,86.84265599999999,9378702.0,7.266666666666667
j7duo,http-192-168-178-178-2020-subjects-lvl3-vanillajs,chrome,88.269648,18752913.666666668,9.6
j7duo,http-192-168-178-178-2020-subjects-lvl2-enyo_backbone,chrome,108.80814,10524289.666666666,9.700000000000001
j7duo,http-192-168-178-178-2020-subjects-lvl3-dijon,chrome,97.29027599999999,25025464.333333332,12.333333333333334
j7duo,http-192-168-178-178-2020-subjects-lvl0-jquery,chrome,103.20210000000002,9852021.0,9.799999999999999
j7duo,http-192-168-178-178-2020-subjects-lvl3-dojo,chrome,90.35917199999999,14976545.0,8.2
j7duo,http-192-168-178-178-2020-subjects-lvl3-canjs_require,chrome,87.70904399999999,17067149.0,7.3
j7duo,http-192-168-178-178-2020-subjects-lvl2-gwt,chrome,91.07266799999998,21315207.0,8.1
j7duo,http-192-168-178-178-2020-subjects-lvl2-reagent,chrome,116.09599200000001,13020677.666666666,12.466666666666667
j7duo,http-192-168-178-178-2020-subjects-lvl1-reagent,chrome,116.045028,12750605.666666666,11.166666666666666
j7duo,http-192-168-178-178-2020-subjects-lvl2-knockoutjs_require,chrome,87.65808,16594917.333333334,11.366666666666667
j7duo,http-192-168-178-178-2020-subjects-lvl2-jquery,chrome,92.75448,18483098.333333332,11.033333333333333
j7duo,http-192-168-178-178-2020-subjects-lvl3-enyo_backbone,chrome,107.126328,13223865.0,9.799999999999999
j7duo,http-192-168-178-178-2020-subjects-lvl3-jquery,chrome,87.70904399999999,16662830.333333334,11.866666666666667
j7duo,http-192-168-178-178-2020-subjects-lvl2-mithril,chrome,90.512064,11065371.0,10.633333333333333
j7duo,http-192-168-178-178-2020-subjects-lvl1-jsblocks,chrome,93.671832,14302207.666666666,12.133333333333333
j7duo,http-192-168-178-178-2020-subjects-lvl1-vue,chrome,98.309556,16864838.0,9.633333333333335
j7duo,http-192-168-178-178-2020-subjects-lvl3-knockback,chrome,101.265468,22664348.666666668,9.633333333333333
j7duo,http-192-168-178-178-2020-subjects-lvl0-enyo_backbone,chrome,94.79304,16663037.0,11.433333333333332
j7duo,http-192-168-178-178-2020-subjects-lvl3-exoskeleton,chrome,91.123632,15651500.0,15.666666666666666
j7duo,http-192-168-178-178-2020-subjects-lvl2-vanillajs,chrome,90.71591999999998,20708500.0,9.933333333333334
j7duo,http-192-168-178-178-2020-subjects-lvl1-dojo,chrome,89.288928,14302545.666666666,11.466666666666667
