Optimization Levels,Website,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Average
1,http-192.168.178.178-2020-subjects-lvl1-backbone_require,1114.1,980,1021.9,1306.3,1160.3,1170.6,1304.8,1276.3,1364.5,991.1,1315.5,846,1186.8,997.7,1080.6,966.5,991.5,1047.7,1008.6,1250.6,1119.07
1,http-192.168.178.178-2020-lacunaWebPages-www.buzzfeed.com-www.buzzfeed.com-1,1500.6,1441.3,1844.9,1581.3,1022.1,1528.1,1325.1,1534.3,3412.8,3412.8,1823.4,1315.1,1963.4,1402.8,1918.1,986.9,1456,1770.3,1423.1,1038.5,1685.045
1,http-192.168.178.178-2020-subjects-lvl1-vanilla-es6,1392.5,1254.2,1373.2,1181.1,1024.6,1118.5,1002.7,1186.2,1163.4,1117.5,1258.7,1547.3,1329.7,1291,1410.6,1141.6,1195.8,1238.2,1332.3,1064.3,1231.17
1,http-192.168.178.178-2020-subjects-lvl1-dojo,997.2,1081,1112.5,912.6,1531.7,1021.6,1133.6,1127.5,1053.8,992.1,940.8,961.1,892.8,1081.8,1328.2,1045.4,944.3,1065.2,967.7,1034.3,1530.29
1,http-192.168.178.178-2020-lacunaWebPages-stackexchange.com-stackexchange.com-1,1434.9,1560.8,1606,1553.5,1676.4,1810.7,1333.3,1298,1728.7,1600.3,1656.5,1455.4,1315.1,2180.4,1255.8,1580.3,2221.3,1957.9,1660.4,1322.2,1610.395
1,http-192.168.178.178-2020-lacunaWebPages-www.theguardian.com-www.theguardian.com-1-international.htm,2188.5,1847.2,1552.4,920.5,1344.3,1000.3,2667.5,1712.6,1000.4,1220,1656.5,806.7,1388.2,1629.6,1285.4,2978.1,1423.1,1625.5,1503.6,1503.6,1562.7
1,http-192.168.178.178-2020-lacunaWebPages-www.amazon.in-www.amazon.in-1,2099,1093,1330.3,1438.7,1434.3,1386.4,3395.7,1231.4,1667.3,1400,1400,1298.6,1407.7,880.9,1934,1350.6,1402.8,1333.5,1156.6,1127.2,1488.4
1,http-192.168.178.178-2020-subjects-lvl1-enyo_backbone,1249.7,679.1,1112.9,1132.8,1080.7,2241.6,802.6,876.4,722.4,1371.2,1165.2,901.2,837.5,923.8,871.7,878,917.7,851.9,1247.7,972.2,1041.815
1,http-192.168.178.178-2020-subjects-lvl1-gwt,1197.2,837.5,842.6,759.4,882.7,803.7,1122.2,931.4,759.1,827.3,1647.2,897,782.3,925.8,1733.4,800.3,833.4,2993.6,1082.8,843.9,1075.14
1,http-192.168.178.178-2020-lacunaWebPages-www.paypal.com-www.paypal.com-nl-1-home.htm,1446.9,1296.5,1316.3,1419.2,1306.3,1519.6,2309.2,1278.1,1022.1,1614.5,1503.4,1455.4,1504.1,2496.8,1419.2,1531.8,1318.1,1114.4,1498.8,1369.7,1487.02
1,http-192.168.178.178-2020-subjects-lvl1-mithril,1234.1,917.6,1110,1011.7,1062.7,1179.2,913.2,1184,1025.1,1008.9,1045.7,1028.3,958,1115.7,1266.6,1006.5,1079.1,1225.9,1007.2,1084.9,1073.22
1,http-192.168.178.178-2020-lacunaWebPages-www.booking.com-www.booking.com-1,1419,1165.1,1313,1213.2,1600.4,1339.6,1882.4,1723.2,1483.1,1385.1,1243.7,1657.5,1455,1833.4,1441.5,1897.6,1319,1846.5,1423.1,1367.5,1500.445
