device,subject,browser,batterystats_Joule_calculated,batterystats_Memory_KByte_calculated,batterystats_CPU_Percentage_Usage
j7duo,http-192-168-178-178-2020-lacunawebpages-www-mozilla-org-www-mozilla-org-en-us-0,chrome,113.47970399999998,10929909.333333334,9.1
j7duo,http-192-168-178-178-2020-lacunawebpages-www-paypal-com-www-paypal-com-nl-2-home-html,chrome,101.228184,11537860.0,7.433333333333333
j7duo,http-192-168-178-178-2020-lacunawebpages-www-mozilla-org-www-mozilla-org-en-us-3,chrome,105.72040799999998,11333610.0,8.4
j7duo,http-192-168-178-178-2020-lacunawebpages-www-bbc-com-www-bbc-com-1,chrome,121.08585599999999,12144710.0,9.866666666666667
j7duo,http-192-168-178-178-2020-lacunawebpages-stackexchange-com-stackexchange-com-1,chrome,127.46685599999999,13762869.333333334,7.8
j7duo,http-192-168-178-178-2020-lacunawebpages-stackoverflow-com-stackoverflow-com-2,chrome,113.888088,5395310.666666667,8.866666666666667
j7duo,http-192-168-178-178-2020-lacunawebpages-www-mozilla-org-www-mozilla-org-en-us-1,chrome,107.353944,8770349.666666666,9.233333333333333
j7duo,http-192-168-178-178-2020-lacunawebpages-www-booking-com-www-booking-com-0,chrome,139.565232,9849819.666666666,9.233333333333333
j7duo,http-192-168-178-178-2020-lacunawebpages-nl-godaddy-com-nl-godaddy-com-2,chrome,123.638256,9175704.333333334,11.0
j7duo,http-192-168-178-178-2020-lacunawebpages-www-mozilla-org-www-mozilla-org-en-us-2,chrome,102.198096,16664924.0,7.833333333333333
j7duo,http-192-168-178-178-2020-lacunawebpages-www-theguardian-com-www-theguardian-com-3-international-html,chrome,133.74576,14504733.0,9.366666666666667
j7duo,http-192-168-178-178-2020-lacunawebpages-stackexchange-com-stackexchange-com-2,chrome,121.341096,17339186.0,9.700000000000001
j7duo,http-192-168-178-178-2020-lacunawebpages-www-theguardian-com-www-theguardian-com-0-international-html,chrome,133.388424,10456266.333333334,9.6
j7duo,http-192-168-178-178-2020-lacunawebpages-www-wikipedia-org-www-wikipedia-org-1,chrome,101.22818400000001,7891664.333333333,10.666666666666666
j7duo,http-192-168-178-178-2020-lacunawebpages-www-paypal-com-www-paypal-com-nl-0-home-html,chrome,111.641976,14776024.333333334,9.6
j7duo,http-192-168-178-178-2020-lacunawebpages-www-buzzfeed-com-www-buzzfeed-com-1,chrome,134.613576,5935262.666666667,10.166666666666666
j7duo,http-192-168-178-178-2020-lacunawebpages-www-booking-com-www-booking-com-2,chrome,124.19978400000001,13965015.666666666,8.033333333333333
j7duo,http-192-168-178-178-2020-lacunawebpages-www-buzzfeed-com-www-buzzfeed-com-2,chrome,131.70384,10660120.0,9.299999999999999
j7duo,http-192-168-178-178-2020-lacunawebpages-www-office-com-www-office-com-3,chrome,96.88910400000002,12143383.333333334,8.0
j7duo,http-192-168-178-178-2020-lacunawebpages-www-wikipedia-org-www-wikipedia-org-3,chrome,100.105128,10524227.0,10.0
j7duo,http-192-168-178-178-2020-lacunawebpages-www-buzzfeed-com-www-buzzfeed-com-0,chrome,138.442176,9172775.666666666,10.833333333333334
j7duo,http-192-168-178-178-2020-lacunawebpages-www-buzzfeed-com-www-buzzfeed-com-3,chrome,137.57436000000004,14302285.0,9.933333333333334
j7duo,http-192-168-178-178-2020-lacunawebpages-www-wikipedia-org-www-wikipedia-org-0,chrome,104.24001600000001,13087342.0,14.633333333333333
j7duo,http-192-168-178-178-2020-lacunawebpages-www-bbc-com-www-bbc-com-3,chrome,117.308304,9782829.666666666,9.700000000000001
j7duo,http-192-168-178-178-2020-lacunawebpages-www-theguardian-com-www-theguardian-com-2-international-html,chrome,146.25252,11333970.666666666,10.333333333333334
j7duo,http-192-168-178-178-2020-lacunawebpages-aws-amazon-com-aws-amazon-com-1,chrome,144.516888,10930015.0,9.366666666666667
j7duo,http-192-168-178-178-2020-lacunawebpages-www-office-com-www-office-com-2,chrome,111.386736,9377802.0,13.0
j7duo,http-192-168-178-178-2020-lacunawebpages-nl-godaddy-com-nl-godaddy-com-0,chrome,124.09768800000002,4790846.333333333,10.666666666666666
j7duo,http-192-168-178-178-2020-lacunawebpages-www-office-com-www-office-com-1,chrome,111.99931199999999,5667731.333333333,11.533333333333333
j7duo,http-192-168-178-178-2020-lacunawebpages-www-paypal-com-www-paypal-com-nl-1-home-html,chrome,202.15008,12615577.666666666,48.666666666666664
j7duo,http-192-168-178-178-2020-lacunawebpages-www-office-com-www-office-com-0,chrome,112.662936,3776598.0,11.0
j7duo,http-192-168-178-178-2020-lacunawebpages-www-theguardian-com-www-theguardian-com-1-international-html,chrome,139.36104,12075479.666666666,10.366666666666667
j7duo,http-192-168-178-178-2020-lacunawebpages-www-paypal-com-www-paypal-com-nl-3-home-html,chrome,98.98207199999997,19226915.0,7.8999999999999995
j7duo,http-192-168-178-178-2020-lacunawebpages-www-wikipedia-org-www-wikipedia-org-2,chrome,96.88910400000002,13425369.0,10.966666666666667
